Giá nhà,Địa chỉ,Diện tích,Số phòng ngủ,Tổng số tầng,Loại hình nhà ở,Giấy tờ pháp lý,url
"3,74 tỷ","Hẻm 43 Trần Hữu Trang, Phường 11, Quận Phú Nhuận, Tp Hồ Chí Minh",30.24 m²,3 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-phu-nhuan-tp-ho-chi-minh/110815704.htm
"12,5 tỷ","Đường Lê Đức Thọ, Phường 16, Quận Gò Vấp, Tp Hồ Chí Minh",104 m²,4 phòng,4,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/98765884.htm
"3,6 tỷ","Gò Xoài, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",60 m²,2 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-tan-tp-ho-chi-minh/110654340.htm
"4,95 tỷ","Tân Sơn Nhì, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh",50 m²,3 phòng,,"Nhà ngõ, hẻm",,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-phu-tp-ho-chi-minh/110815701.htm
"2,65 tỷ","Đường Lâm Văn Bền, Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh",60 m²,3 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-7-tp-ho-chi-minh/108056767.htm
"3,1 tỷ","Hẻm 618 Âu Cơ, Phường 10, Quận Tân Bình, Tp Hồ Chí Minh",25 m²,2 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-binh-tp-ho-chi-minh/110665404.htm
"7,9 tỷ","Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",82 m²,4 phòng,4,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-7-tp-ho-chi-minh/108999173.htm
"4,88 tỷ","42, Số 5, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",57.4 m²,4 phòng,3,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-tan-tp-ho-chi-minh/110815656.htm#px=SR-special_display_ad-[PO-9][PL-default]
"4,58 tỷ","Tân Chánh Hiệp 10, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh",56 m²,4 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-12-tp-ho-chi-minh/108812028.htm
"3,9 tỷ","Tỉnh Lộ 10, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",80 m²,2 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-tan-tp-ho-chi-minh/110815650.htm
"3,65 tỷ","Nguyễn Văn Thủ, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh",61 m²,4 phòng,3,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-1-tp-ho-chi-minh/108041559.htm
"4,55 tỷ","Nguyễn Oanh, Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh",42 m²,4 phòng,2,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/110815635.htm
4 tỷ,"25/83/11, Đường Bùi Quang Là, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh",52.5 m²,2 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/104751528.htm
"10,5 tỷ","Đường số 36, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh",68 m²,3 phòng,3,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-tan-tp-ho-chi-minh/96921351.htm
"9,9 tỷ","Nguyễn Thị Nhỏ, Phường 9, Quận Tân Bình, Tp Hồ Chí Minh",60 m²,4 phòng,3,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-binh-tp-ho-chi-minh/109352174.htm
"8,8 tỷ","Đường Nguyễn Văn Khối, Phường 8, Quận Gò Vấp, Tp Hồ Chí Minh",80 m²,4 phòng,,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/110815605.htm
"9,35 tỷ","Phan Huy Ích, Phường 13, Quận Gò Vấp, Tp Hồ Chí Minh",103 m²,4 phòng,,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/110558269.htm#px=SR-special_display_ad-[PO-17][PL-default]
"7,9 tỷ","205 Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",64 m²,5 phòng,4,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/110317304.htm
44 tỷ,"Nguyễn Văn Lượng, Phường 16, Quận Gò Vấp, Tp Hồ Chí Minh",50 m²,3 phòng,2,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/110815563.htm
"5,4 tỷ","Bà Điểm 11, Xã Bà Điểm, Huyện Hóc Môn, Tp Hồ Chí Minh",67.5 m²,2 phòng,1,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-huyen-hoc-mon-tp-ho-chi-minh/97436863.htm
"5,4 tỷ","Bà Điểm 11, Xã Bà Điểm, Huyện Hóc Môn, Tp Hồ Chí Minh",67.5 m²,2 phòng,1,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-huyen-hoc-mon-tp-ho-chi-minh/97436863.htm
"1,1 tỷ","Hiệp Thành 13, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh",21.6 m²,2 phòng,2,"Nhà ngõ, hẻm",Giấy tờ khác,https://www.nhatot.com/mua-ban-nha-dat-quan-12-tp-ho-chi-minh/109813932.htm
"10,8 tỷ","14/, Trần Mai Ninh, Phường 12, Quận Tân Bình, Tp Hồ Chí Minh",146 m²,7 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-binh-tp-ho-chi-minh/110756469.htm
"3,6 tỷ","Đường Phan Đăng Lưu, Phường 5, Quận Phú Nhuận, Tp Hồ Chí Minh",30 m²,3 phòng,4,"Nhà ngõ, hẻm",,https://www.nhatot.com/mua-ban-nha-dat-quan-phu-nhuan-tp-ho-chi-minh/110103126.htm
17 tỷ,"Cộng Hòa, Phường 12, Quận Tân Bình, Tp Hồ Chí Minh",93 m²,7 phòng,3,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-binh-tp-ho-chi-minh/108575329.htm#px=SR-special_display_ad-[PO-4][PL-default]
"11,5 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",250 m²,5 phòng,,Nhà biệt thự,,https://www.nhatot.com/mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/110815541.htm#px=SR-special_display_ad-[PO-6][PL-default]
"7,999999 tỷ","Đường Xóm Chiếu, Phường 13, Quận 4, Tp Hồ Chí Minh",106.7 m²,2 phòng,1,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-4-tp-ho-chi-minh/110815538.htm
"4,7 tỷ","Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh",72 m²,3 phòng,3,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-12-tp-ho-chi-minh/110815522.htm#px=SR-special_display_ad-[PO-8][PL-default]
"2,95 tỷ","Tân Kỳ Tân Quý, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh",25 m²,2 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-phu-tp-ho-chi-minh/110815521.htm
"7,3 tỷ","5, Huỳnh Thị Đồng, Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh",64 m²,4 phòng,5,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-huyen-nha-be-tp-ho-chi-minh/107235451.htm
12 tỷ,"Đường Số 8, Phường Tân Tạo A, Quận Bình Tân, Tp Hồ Chí Minh",200 m²,nhiều hơn 10 phòng,1,Nhà phố liền kề,Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-tan-tp-ho-chi-minh/95763849.htm
"15,5 tỷ","Thống Nhất, Phường 16, Quận Gò Vấp, Tp Hồ Chí Minh",85 m²,10 phòng,3,,Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/110815499.htm#px=SR-special_display_ad-[PO-14][PL-default]
"3,05 tỷ","Đường Nguyễn Kiệm, Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh",36 m²,3 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/110815505.htm
"3,65 tỷ","Đường Đỗ Xuân Hợp, Phường Phước Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",70 m²,3 phòng,2,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/110785615.htm#px=SR-special_display_ad-[PO-13][PL-default]
"5,89 tỷ","Thống Nhất, Phường 16, Quận Gò Vấp, Tp Hồ Chí Minh",25 m²,3 phòng,3,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/110815481.htm
"3,95 tỷ","Tôn Đản, Phường 15, Quận 4, Tp Hồ Chí Minh",42 m²,2 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-4-tp-ho-chi-minh/108315670.htm#px=SR-special_display_ad-[PO-16][PL-default]
590 triệu,"Tỉnh lộ 8, Xã Tân An Hội, Huyện Củ Chi, Tp Hồ Chí Minh",125 m²,2 phòng,,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-huyen-cu-chi-tp-ho-chi-minh/110815476.htm
6 tỷ,"Đường Số 49, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",68 m²,3 phòng,,Nhà phố liền kề,Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/109053458.htm
"3,09 tỷ","Cách Mạng Tháng Tám, Phường 10, Quận 3, Tp Hồ Chí Minh",48.2 m²,4 phòng,3,"Nhà ngõ, hẻm",,https://www.nhatot.com/mua-ban-nha-dat-quan-3-tp-ho-chi-minh/110407838.htm
"7,3 tỷ","Phan Xích Long, Phường 2, Quận Phú Nhuận, Tp Hồ Chí Minh",46 m²,4 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-phu-nhuan-tp-ho-chi-minh/110523678.htm
"2,59 tỷ","Khánh Hội, Phường 4, Quận 4, Tp Hồ Chí Minh",30.7 m²,3 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-4-tp-ho-chi-minh/109829124.htm
"1,12 tỷ","108, Đường Lê Văn Lương, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",36 m²,2 phòng,,"Nhà ngõ, hẻm",,https://www.nhatot.com/mua-ban-nha-dat-quan-7-tp-ho-chi-minh/107880711.htm
"12,5 tỷ","Đường Huỳnh Văn Nghệ, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh",85 m²,4 phòng,3,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/110718613.htm
"6,99 tỷ","Bình Thành, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",207 m²,nhiều hơn 10 phòng,2,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-tan-tp-ho-chi-minh/110665838.htm
"3,15 tỷ","Đường Trịnh Quang Nghị, Phường 7, Quận 8, Tp Hồ Chí Minh",120 m²,4 phòng,3,"Nhà mặt phố, mặt tiền",,https://www.nhatot.com/mua-ban-nha-dat-quan-8-tp-ho-chi-minh/110324788.htm
"4,5 tỷ","Đường Nguyễn Thị Đặng, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh",63 m²,4 phòng,4,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-12-tp-ho-chi-minh/110815399.htm
30 tỷ,"Đỗ Xuân Hợp, Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",105 m²,5 phòng,4,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/110815402.htm
"2,98 tỷ","Ấp Dân Thắng, Xã Tân Thới Nhì, Huyện Hóc Môn, Tp Hồ Chí Minh",100 m²,1 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-huyen-hoc-mon-tp-ho-chi-minh/110705530.htm
"15,8 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",126 m²,5 phòng,,Nhà biệt thự,,https://www.nhatot.com/mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/110815396.htm#px=SR-special_display_ad-[PO-10][PL-default]
"3,58 tỷ","Phan Tây Hồ, Phường 7, Quận Phú Nhuận, Tp Hồ Chí Minh",64.3 m²,4 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-phu-nhuan-tp-ho-chi-minh/110815394.htm
"3,1 tỷ","Đường Kinh Dương Vương, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",48 m²,2 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-tan-tp-ho-chi-minh/110798560.htm
"14,999999 tỷ","Thị Nghè, Phường 19, Quận Bình Thạnh, Tp Hồ Chí Minh",97.3 m²,3 phòng,3,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-thanh-tp-ho-chi-minh/110675840.htm#px=SR-special_display_ad-[PO-13][PL-default]
"11,5 tỷ","Âu Cơ, Phường 10, Quận Tân Bình, Tp Hồ Chí Minh",103 m²,4 phòng,,Nhà phố liền kề,,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-binh-tp-ho-chi-minh/109503072.htm
"3,9 tỷ","TL 48, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh",68.6 m²,2 phòng,,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-12-tp-ho-chi-minh/110761310.htm
14 tỷ,"Phạm Văn Chiêu, Phường 9, Quận Gò Vấp, Tp Hồ Chí Minh",94 m²,3 phòng,1,,Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/110815360.htm#px=SR-special_display_ad-[PO-16][PL-default]
"4,39 tỷ","Đường số 3, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",40 m²,3 phòng,3,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-7-tp-ho-chi-minh/109816803.htm
"4,4 tỷ","Trần Vân Đang, Phường 11, Quận 3, Tp Hồ Chí Minh",41.8 m²,4 phòng,3,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-3-tp-ho-chi-minh/110212397.htm#px=SR-special_display_ad-[PO-15][PL-default]
"2,39 tỷ","Đoàn Văn Bơ, Phường 16, Quận 4, Tp Hồ Chí Minh",18 m²,2 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-4-tp-ho-chi-minh/103460727.htm
"1,35 tỷ","Đường Bến Than, Xã Tân Thạnh Đông, Huyện Củ Chi, Tp Hồ Chí Minh",73 m²,2 phòng,1,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-huyen-cu-chi-tp-ho-chi-minh/110194282.htm#px=SR-special_display_ad-[PO-19][PL-default]
6 tỷ,"Lê Tư, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",112 m²,1 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-tan-tp-ho-chi-minh/110409760.htm
"1,35 tỷ","Đường Bến Than, Xã Tân Thạnh Đông, Huyện Củ Chi, Tp Hồ Chí Minh",73 m²,2 phòng,1,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-huyen-cu-chi-tp-ho-chi-minh/110194282.htm#px=SR-special_display_ad-[PO-1][PL-default]
6 tỷ,"Lê Tư, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",112 m²,1 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-tan-tp-ho-chi-minh/110409760.htm
"6,2 tỷ","số 144, HT31, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh",88 m²,5 phòng,3,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-12-tp-ho-chi-minh/110033454.htm
5 tỷ,"Đường Ngô Đức Kế, Phường 12, Quận Bình Thạnh, Tp Hồ Chí Minh",144 m²,2 phòng,1,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-thanh-tp-ho-chi-minh/110815315.htm
"5,6 tỷ","Đường Lê Văn Quới, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",76 m²,5 phòng,5,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-tan-tp-ho-chi-minh/109980152.htm
"3,1 tỷ","Đường Trường Chinh, Phường 14, Quận Tân Bình, Tp Hồ Chí Minh",25 m²,3 phòng,,,Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-binh-tp-ho-chi-minh/72231431.htm
"5,3 tỷ","Số 3, Phường Tân Tạo A, Quận Bình Tân, Tp Hồ Chí Minh",58 m²,4 phòng,3,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-tan-tp-ho-chi-minh/110815292.htm
"13,5 tỷ","Trường Chinh, Phường Tân Hưng Thuận, Quận 12, Tp Hồ Chí Minh",79.7 m²,4 phòng,,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-12-tp-ho-chi-minh/110543385.htm
"4,8 tỷ","Phạm Văn Đồng, Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",52 m²,4 phòng,4,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/110815276.htm
"3,65 tỷ","Đường số 4, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",50 m²,3 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-tan-tp-ho-chi-minh/109817026.htm
"3,12 tỷ","Lê Văn Sỹ, Phường 14, Quận 3, Tp Hồ Chí Minh",49.6 m²,4 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-3-tp-ho-chi-minh/110815269.htm
"5,2 tỷ","Nguyễn Văn Lượng, Phường 16, Quận Gò Vấp, Tp Hồ Chí Minh",60 m²,2 phòng,,"Nhà ngõ, hẻm",,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/109639554.htm
"3,15 tỷ","Đường Lê Đình Cẩn, Phường Tân Tạo, Quận Bình Tân, Thành phố Hồ Chí Minh, 30000, Việt Nam, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh",56 m²,3 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-tan-tp-ho-chi-minh/110347198.htm
"4,2 tỷ","Thống Nhất, Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh",50 m²,2 phòng,,"Nhà ngõ, hẻm",,https://www.nhatot.com/mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/107096679.htm
4 tỷ,"Đường Trần Thị Bốc, Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh",83 m²,2 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-huyen-hoc-mon-tp-ho-chi-minh/110815222.htm
"2,8 tỷ","95/284 Định Tiền Hoàng, Phường 3, Quận Bình Thạnh, Tp Hồ Chí Minh",20 m²,2 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-thanh-tp-ho-chi-minh/110815215.htm
"6,4 tỷ","Đường số 30, Phường Linh Đông (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",62 m²,4 phòng,,Nhà phố liền kề,Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/108453304.htm
630 triệu,"Lê Minh Nhựt, Xã Tân Thông Hội, Huyện Củ Chi, Tp Hồ Chí Minh",121 m²,3 phòng,1,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-huyen-cu-chi-tp-ho-chi-minh/110815210.htm
"5,5 tỷ","Đỗ Xuân Hợp, Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",55 m²,4 phòng,4,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/110109765.htm
"2,5 tỷ","Hẻm 137 Trần Ðình Xu ( hẻm chợ ), Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",19 m²,1 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-1-tp-ho-chi-minh/109112236.htm
"6,5 tỷ","Đường Số 4, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",87 m²,3 phòng,,Nhà phố liền kề,Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/108775090.htm#px=SR-special_display_ad-[PO-1][PL-default]
"2,48 tỷ","Liên Tỉnh 5, Phường 5, Quận 8, Tp Hồ Chí Minh",60 m²,3 phòng,1,"Nhà ngõ, hẻm",Giấy tờ khác,https://www.nhatot.com/mua-ban-nha-dat-quan-8-tp-ho-chi-minh/109890785.htm
"8,5 tỷ","Đường Lê Văn Chí, Phường Linh Trung (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",75 m²,4 phòng,4,Nhà phố liền kề,Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/110095965.htm
5 tỷ,"Nguyễn Sỹ Sách, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",90 m²,nhiều hơn 10 phòng,,"Nhà ngõ, hẻm",,https://www.nhatot.com/mua-ban-nha-dat-quan-tan-binh-tp-ho-chi-minh/108923996.htm
"5,5 tỷ","Đường số 7, Phường Linh Trung (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",66 m²,4 phòng,,Nhà phố liền kề,Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/109366599.htm
"5,5 tỷ","Đường Chiến Lược, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",180 m²,1 phòng,,"Nhà ngõ, hẻm",,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-tan-tp-ho-chi-minh/110402340.htm
"9,5 tỷ","Đường Cao Lỗ, Phường 15, Quận 8, Tp Hồ Chí Minh",78 m²,6 phòng,5,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-8-tp-ho-chi-minh/93773957.htm#px=SR-special_display_ad-[PO-7][PL-default]
"1,45 tỷ","Huỳnh Tấn Phát, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh",33 m²,1 phòng,1,"Nhà ngõ, hẻm",,https://www.nhatot.com/mua-ban-nha-dat-quan-7-tp-ho-chi-minh/110412260.htm
"6,9 tỷ","Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh",100 m²,4 phòng,4,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-huyen-nha-be-tp-ho-chi-minh/110771914.htm
"7,9 tỷ","đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",82 m²,4 phòng,4,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-7-tp-ho-chi-minh/85881557.htm
"4,7 tỷ","Ba Tháng Hai, Phường 2, Quận 10, Tp Hồ Chí Minh",55 m²,2 phòng,2,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-10-tp-ho-chi-minh/110666169.htm
"2,39 tỷ","Xô Viết Nghệ Tĩnh, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh",56.7 m²,3 phòng,,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-binh-thanh-tp-ho-chi-minh/110815108.htm
"5,6 tỷ","Đường Lưu Hữu Phước, Phường 15, Quận 8, Tp Hồ Chí Minh",66 m²,5 phòng,5,"Nhà mặt phố, mặt tiền",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-8-tp-ho-chi-minh/103812453.htm#px=SR-special_display_ad-[PO-13][PL-default]
"3,28 tỷ","Đường Cô Bắc, Phường 1, Quận Phú Nhuận, Tp Hồ Chí Minh",45.3 m²,4 phòng,4,"Nhà ngõ, hẻm",Đã có sổ,https://www.nhatot.com/mua-ban-nha-dat-quan-phu-nhuan-tp-ho-chi-minh/110815101.htm
